rows,cols,noise,error,expected mag
10,5,0.005,7.72288e-06,581.784
10,5,0.00666667,1.04528e-05,1391.92
10,5,0.00833333,1.43276e-05,1353.04
10,5,0.01,1.7205e-05,1036.9
10,5,0.0116667,2.45026e-05,1404.89
10,5,0.0133333,2.52992e-05,1152.62
10,5,0.015,2.20767e-05,824.326
10,5,0.0166667,3.164e-05,1255.29
10,5,0.0183333,3.06536e-05,1186.04
10,5,0.02,5.27254e-05,1407.12
10,5,0.0216667,4.16155e-05,1533.38
10,5,0.0233333,4.10569e-05,862.183
10,5,0.025,4.39677e-05,1147.85
10,5,0.0266667,3.8109e-05,630.219
10,5,0.0283333,5.24544e-05,1272.39
10,5,0.03,5.44702e-05,860.263
10,5,0.0316667,8.40103e-05,1389.35
10,5,0.0333333,5.71901e-05,951.294
10,5,0.035,0.000108016,1474.5
10,5,0.0366667,8.7863e-05,590.499
10,5,0.0383333,6.16663e-05,1036.69
10,5,0.04,7.27696e-05,1221.18
10,5,0.0416667,9.18426e-05,1130.71
10,5,0.0433333,8.38871e-05,1619.55
10,5,0.045,8.97541e-05,675.187
10,5,0.0466667,0.0001184,725.293
10,5,0.0483333,8.36025e-05,569.315
10,5,0.05,0.000147816,767.377
10,5,0,0,1079.74
10,5,0.00166667,3.30136e-06,1595.11
10,5,0.00333333,5.23973e-06,611.827
10,5,0.005,1.08342e-05,1194.51
10,5,0.00666667,1.66048e-05,975.307
10,5,0.00833333,1.51396e-05,605.633
10,5,0.01,2.17981e-05,1344.57
10,5,0.0116667,2.14539e-05,740.912
10,5,0.0133333,2.39413e-05,1201.99
10,5,0.015,3.03453e-05,976.611
10,5,0.0166667,2.65901e-05,1052.12
10,5,0.0183333,2.9085e-05,1058.25
10,5,0.02,2.91272e-05,816.035
10,5,0.0216667,3.89927e-05,1643.49
10,5,0.0233333,4.26393e-05,1154.84
10,5,0.025,5.1935e-05,1153.93
10,5,0.0266667,5.2462e-05,589.016
10,5,0.0283333,7.18711e-05,1168.42
10,5,0.03,4.75303e-05,1535.14
10,5,0.0316667,7.00268e-05,440.819
10,5,0.0333333,8.04185e-05,984.161
10,5,0.035,6.51918e-05,977.916
10,5,0.0366667,7.52495e-05,1013.43
10,5,0.0383333,5.54982e-05,727.908
10,5,0.04,7.87528e-05,1165.47
10,5,0.0416667,7.69785e-05,762.339
10,5,0.0433333,6.68912e-05,1017.86
10,5,0.045,0.000159573,1398.65
10,5,0.0466667,8.51042e-05,802.703
10,5,0.0483333,7.60073e-05,1175.18
10,5,0.05,8.61906e-05,1317.81
10,5,0,0,749.35
10,5,0.00166667,4.51121e-06,1394.31
10,5,0.00333333,4.55879e-06,886.866
10,5,0.005,1.22938e-05,875.086
10,5,0.00666667,1.74743e-05,1334.47
10,5,0.00833333,1.87497e-05,1019.65
10,5,0.01,1.8588e-05,1272.87
10,5,0.0116667,2.20445e-05,1073.55
10,5,0.0133333,2.76714e-05,1116.83
10,5,0.015,4.47021e-05,648.872
10,5,0.0166667,3.60627e-05,768.301
10,5,0.0183333,3.4075e-05,449.694
10,5,0.02,4.75325e-05,1232.24
10,5,0.0216667,3.62187e-05,1207.55
10,5,0.0233333,5.28236e-05,1613.16
10,5,0.025,5.01293e-05,1387.21
10,5,0.0266667,4.52952e-05,1204.12
10,5,0.0283333,4.23402e-05,1028.58
10,5,0.03,6.88311e-05,810.293
10,5,0.0316667,4.75819e-05,1098.55
10,5,0.0333333,6.32042e-05,798.471
10,5,0.035,5.89237e-05,539.196
10,5,0.0366667,8.14066e-05,1068.53
10,5,0.0383333,9.65395e-05,976.298
10,5,0.04,7.92163e-05,1450.84
10,5,0.0416667,6.71077e-05,1006.36
10,5,0.0433333,9.47441e-05,1241.04
10,5,0.045,7.65993e-05,1092.38
10,5,0.0466667,8.14112e-05,1025.43
10,5,0.0483333,0.000111066,678.607
10,5,0.05,9.89854e-05,1296.21
10,5,0,0,1277.55
10,5,0.00166667,4.76381e-06,1263.69
10,5,0.00333333,7.59147e-06,724.807
10,5,0.005,8.36114e-06,890.036
10,5,0.00666667,1.34744e-05,1389.5
10,5,0.00833333,1.75118e-05,1077.31
10,5,0.01,1.99463e-05,608.572
10,5,0.0116667,1.7715e-05,1264.44
10,5,0.0133333,1.96031e-05,1206.87
10,5,0.015,2.51829e-05,800.88
10,5,0.0166667,2.33755e-05,667.195
10,5,0.0183333,4.7006e-05,749.245
10,5,0.02,3.43597e-05,1202.07
10,5,0.0216667,3.81868e-05,1112.25
10,5,0.0233333,5.9184e-05,1632.46
10,5,0.025,4.58268e-05,947.42
10,5,0.0266667,4.5823e-05,1077.96
10,5,0.0283333,6.10271e-05,1224.96
10,5,0.03,5.08048e-05,1297.92
10,5,0.0316667,7.05228e-05,1154.7
10,5,0.0333333,7.83648e-05,1550.19
10,5,0.035,7.07812e-05,1250.02
10,5,0.0366667,8.76665e-05,345.634
10,5,0.0383333,6.80697e-05,1081.03
10,5,0.04,6.91301e-05,911.067
10,5,0.0416667,0.000107204,1112.36
10,5,0.0433333,6.51489e-05,1239.75
10,5,0.045,0.000125816,824.181
10,5,0.0466667,0.000112972,1328.13
10,5,0.0483333,0.000107761,1143.11
10,5,0.05,8.91407e-05,1158.64
10,5,0,0,1075.3
10,5,0.00166667,3.84046e-06,1664.09
10,5,0.00333333,1.3358e-05,1156.83
10,5,0.005,1.07038e-05,1421.87
10,5,0.00666667,1.32237e-05,1420.63
10,5,0.00833333,1.47366e-05,1276.35
10,5,0.01,1.64053e-05,1093.59
10,5,0.0116667,2.35273e-05,1206.35
10,5,0.0133333,3.28332e-05,1379.58
10,5,0.015,2.51742e-05,802.316
10,5,0.0166667,2.88487e-05,808.483
10,5,0.0183333,2.98288e-05,943.199
10,5,0.02,5.09437e-05,1317.18
10,5,0.0216667,4.05383e-05,978.881
10,5,0.0233333,4.62842e-05,1398.11
10,5,0.025,4.3912e-05,1462.71
10,5,0.0266667,5.11687e-05,1412.81
10,5,0.0283333,6.96421e-05,767.441
10,5,0.03,4.41073e-05,851.179
10,5,0.0316667,6.04119e-05,1049.48
10,5,0.0333333,6.69588e-05,1619.79
10,5,0.035,5.51275e-05,1248.09
10,5,0.0366667,6.77214e-05,1492.3
10,5,0.0383333,7.51323e-05,999.895
10,5,0.04,8.28157e-05,1387.76
10,5,0.0416667,8.13348e-05,1611.76
10,5,0.0433333,0.000102771,1145.3
10,5,0.045,6.93521e-05,522.665
10,5,0.0466667,0.000106756,1381.05
10,5,0.0483333,9.92047e-05,1071.46
10,5,0.05,0.00010951,970.66
10,5,0,0,1642.44
10,5,0.00166667,2.83861e-06,1178.42
10,5,0.00333333,6.70988e-06,1476.36
10,5,0.005,9.48683e-06,994.458
10,5,0.00666667,1.42841e-05,1142.48
10,5,0.00833333,1.92178e-05,979.797
10,5,0.01,2.00146e-05,1142.17
10,5,0.0116667,2.42266e-05,1128.49
10,5,0.0133333,2.32461e-05,429.955
10,5,0.015,2.65394e-05,744.048
10,5,0.0166667,3.37056e-05,640.788
10,5,0.0183333,5.21913e-05,1304.85
10,5,0.02,3.76747e-05,1226.79
10,5,0.0216667,3.83809e-05,1250.59
10,5,0.0233333,4.75087e-05,1113.56
10,5,0.025,6.01315e-05,791.371
10,5,0.0266667,7.94326e-05,1152.46
10,5,0.0283333,7.12599e-05,1060.38
10,5,0.03,6.81396e-05,815.189
10,5,0.0316667,7.73512e-05,884.209
10,5,0.0333333,6.5251e-05,1483.01
10,5,0.035,6.5584e-05,1377.41
10,5,0.0366667,7.00209e-05,1300.78
10,5,0.0383333,6.70834e-05,1091.31
10,5,0.04,0.000127325,1339.43
10,5,0.0416667,8.35788e-05,1176.63
10,5,0.0433333,7.15879e-05,1238.28
10,5,0.045,9.98278e-05,1422.53
10,5,0.0466667,9.98219e-05,1118.93
10,5,0.0483333,8.67464e-05,703.241
10,5,0.05,0.000104368,1263.18
10,5,0,0,792.569
10,5,0.00166667,3.38774e-06,1098.54
10,5,0.00333333,6.81815e-06,1323.7
10,5,0.005,1.01363e-05,1061.71
10,5,0.00666667,1.7136e-05,1250.74
10,5,0.00833333,1.39528e-05,828.512
10,5,0.01,1.97983e-05,968.368
10,5,0.0116667,1.94698e-05,1203.62
10,5,0.0133333,2.59288e-05,1399.88
10,5,0.015,2.70808e-05,1228.38
10,5,0.0166667,3.47287e-05,1516.22
10,5,0.0183333,3.3571e-05,1506.11
10,5,0.02,3.07077e-05,886.642
10,5,0.0216667,5.02288e-05,856.662
10,5,0.0233333,5.04942e-05,512.551
10,5,0.025,6.30901e-05,662.995
10,5,0.0266667,6.43259e-05,1246.81
10,5,0.0283333,5.00742e-05,1616.74
10,5,0.03,6.7571e-05,1140.57
10,5,0.0316667,4.18689e-05,985.733
10,5,0.0333333,5.21047e-05,935.788
10,5,0.035,6.47065e-05,1301.07
10,5,0.0366667,6.13627e-05,1120.94
10,5,0.0383333,8.45631e-05,1377.07
10,5,0.04,8.64561e-05,1405.16
10,5,0.0416667,6.63229e-05,1212.27
10,5,0.0433333,7.50158e-05,1249.52
10,5,0.045,7.92453e-05,1088.85
10,5,0.0466667,0.000102399,1593.44
10,5,0.0483333,7.7402e-05,1165.36
10,5,0.05,0.000106583,952.838
10,5,0,0,1078.29
10,5,0.00166667,3.21195e-06,1472.4
10,5,0.00333333,6.00037e-06,1414.09
10,5,0.005,8.58764e-06,845.475
10,5,0.00666667,1.13702e-05,886.507
10,5,0.00833333,1.85103e-05,1280.69
10,5,0.01,1.61915e-05,834.943
10,5,0.0116667,2.15599e-05,1374.01
10,5,0.0133333,2.39076e-05,1289.45
10,5,0.015,3.06855e-05,1267.19
10,5,0.0166667,4.12158e-05,1376.79
10,5,0.0183333,3.96844e-05,1439.7
10,5,0.02,4.38073e-05,1636.85
10,5,0.0216667,4.22291e-05,818.282
10,5,0.0233333,3.78115e-05,677.103
10,5,0.025,6.67383e-05,1475.81
10,5,0.0266667,5.40842e-05,1328.81
10,5,0.0283333,4.83044e-05,1032.51
10,5,0.03,5.74195e-05,1383.4
10,5,0.0316667,9.43502e-05,1016.99
10,5,0.0333333,8.37486e-05,1115.01
10,5,0.035,7.39925e-05,1558.83
10,5,0.0366667,6.34717e-05,1097.94
10,5,0.0383333,9.93475e-05,917.011
10,5,0.04,7.07786e-05,1303.08
10,5,0.0416667,5.88072e-05,861.456
10,5,0.0433333,0.000107106,1283.48
10,5,0.045,8.1947e-05,1098.27
10,5,0.0466667,0.000198031,1068.53
10,5,0.0483333,0.000118031,1275.91
10,5,0.05,9.59954e-05,1581.99
10,5,0,0,1341.89
10,5,0.00166667,3.03762e-06,1179.71
10,5,0.00333333,7.30169e-06,974.687
10,5,0.005,8.44977e-06,1511.57
10,5,0.00666667,1.34063e-05,1304.44
10,5,0.00833333,1.39309e-05,993.128
10,5,0.01,2.18546e-05,881.235
10,5,0.0116667,2.4636e-05,1252.78
10,5,0.0133333,2.73023e-05,1175.9
10,5,0.015,2.99643e-05,1323.21
10,5,0.0166667,4.04968e-05,1256.57
10,5,0.0183333,3.33353e-05,1386.61
10,5,0.02,2.96354e-05,1421.89
10,5,0.0216667,4.18036e-05,1131.94
10,5,0.0233333,4.83344e-05,950.234
10,5,0.025,4.44982e-05,1152.15
10,5,0.0266667,5.82219e-05,1314.68
10,5,0.0283333,6.71491e-05,1259.99
10,5,0.03,6.59226e-05,912.131
10,5,0.0316667,6.57479e-05,1820.29
10,5,0.0333333,8.44351e-05,1656.11
10,5,0.035,6.07174e-05,1229.97
10,5,0.0366667,6.68777e-05,1159.06
10,5,0.0383333,9.25243e-05,1254.74
10,5,0.04,7.26785e-05,1380.73
10,5,0.0416667,0.000117139,1328.94
10,5,0.0433333,8.77048e-05,1158.32
10,5,0.045,9.57054e-05,1109.69
10,5,0.0466667,7.2638e-05,702.217
10,5,0.0483333,0.000107332,1406.23
10,5,0.05,0.000120324,1379.62
11,6,0,0,981.124
11,6,0.00166667,3.66829e-06,1274.11
11,6,0.00333333,6.21808e-06,1149.1
11,6,0.005,1.06561e-05,1142.92
11,6,0.00666667,1.53285e-05,1458.57
11,6,0.00833333,2.71307e-05,1156.77
11,6,0.01,2.06582e-05,1280.07
11,6,0.0116667,2.73607e-05,1432.85
11,6,0.0133333,2.42854e-05,1339.49
11,6,0.015,2.37791e-05,1505.99
11,6,0.0166667,4.49734e-05,810.376
11,6,0.0183333,4.12915e-05,1688.43
11,6,0.02,5.15954e-05,1321.54
11,6,0.0216667,4.4539e-05,1103.66
11,6,0.0233333,5.78247e-05,1526.93
11,6,0.025,5.27975e-05,1566.33
11,6,0.0266667,5.12836e-05,644.58
11,6,0.0283333,9.04378e-05,671.208
11,6,0.03,5.46851e-05,1680.09
11,6,0.0316667,7.26155e-05,1165.14
11,6,0.0333333,0.000176486,1467.6
11,6,0.035,6.0115e-05,929.408
11,6,0.0366667,0.000100216,1384.07
11,6,0.0383333,0.000103448,1573.37
11,6,0.04,6.81829e-05,1284.24
11,6,0.0416667,7.2462e-05,1353.15
11,6,0.0433333,0.000114795,1157.32
11,6,0.045,8.71592e-05,1401.49
11,6,0.0466667,8.35389e-05,880.955
11,6,0.0483333,9.83294e-05,1368.11
11,6,0.05,9.83754e-05,1153.75
11,6,0,0,1574.62
11,6,0.00166667,3.29296e-06,1298.1
11,6,0.00333333,5.69493e-06,1524.25
11,6,0.005,1.05682e-05,1266.76
11,6,0.00666667,1.51513e-05,745.923
11,6,0.00833333,3.35625e-05,1563.37
11,6,0.01,2.27071e-05,1383.71
11,6,0.0116667,2.87791e-05,1280.27
11,6,0.0133333,4.14985e-05,1376.8
11,6,0.015,2.8029e-05,1531.05
11,6,0.0166667,3.48164e-05,1582.8
11,6,0.0183333,3.85707e-05,1175.82
11,6,0.02,3.55907e-05,969.917
11,6,0.0216667,5.92874e-05,1396.14
11,6,0.0233333,3.74243e-05,777.571
11,6,0.025,4.60201e-05,1386.77
11,6,0.0266667,3.94642e-05,1164.19
11,6,0.0283333,6.73795e-05,1554.43
11,6,0.03,5.21794e-05,1730.02
11,6,0.0316667,6.31572e-05,1729.37
11,6,0.0333333,5.84912e-05,1209.34
11,6,0.035,5.65372e-05,1075.78
11,6,0.0366667,8.00881e-05,1278.47
11,6,0.0383333,6.19971e-05,950.163
11,6,0.04,7.14349e-05,1461.8
11,6,0.0416667,7.01387e-05,1515.28
11,6,0.0433333,8.69449e-05,1587.19
11,6,0.045,9.60989e-05,1421.44
11,6,0.0466667,7.62966e-05,1201.04
11,6,0.0483333,9.26973e-05,1377.48
11,6,0.05,0.000101994,1561.93
11,6,0,0,1585.91
11,6,0.00166667,4.33337e-06,1608.69
11,6,0.00333333,7.85398e-06,1455.03
11,6,0.005,1.06243e-05,1556.33
11,6,0.00666667,2.03138e-05,1406.07
11,6,0.00833333,3.07346e-05,1129.63
11,6,0.01,1.4498e-05,803.406
11,6,0.0116667,2.63131e-05,1707.98
11,6,0.0133333,3.38891e-05,1166.69
11,6,0.015,3.74823e-05,1202.57
11,6,0.0166667,3.40353e-05,1491.2
11,6,0.0183333,4.84203e-05,1665.29
11,6,0.02,4.11276e-05,1317.15
11,6,0.0216667,3.8367e-05,1074.01
11,6,0.0233333,7.93193e-05,1434.88
11,6,0.025,6.22375e-05,1232.21
11,6,0.0266667,5.39373e-05,1336.93
11,6,0.0283333,4.23015e-05,1246.01
11,6,0.03,8.80606e-05,1528.89
11,6,0.0316667,0.000100566,1463.48
11,6,0.0333333,0.000120295,1591.44
11,6,0.035,7.03545e-05,1473.65
11,6,0.0366667,7.34493e-05,1130.88
11,6,0.0383333,6.54687e-05,1100.67
11,6,0.04,9.62826e-05,1228.66
11,6,0.0416667,0.000120818,1246.78
11,6,0.0433333,9.90441e-05,1697.39
11,6,0.045,8.28899e-05,1010.7
11,6,0.0466667,0.000102258,1725.47
11,6,0.0483333,9.31429e-05,1482.05
11,6,0.05,7.47379e-05,1257.45
11,6,0,0,1352.42
11,6,0.00166667,2.92928e-06,1298.58
11,6,0.00333333,7.61495e-06,1053.66
11,6,0.005,1.23343e-05,1729.22
11,6,0.00666667,1.11232e-05,808.176
11,6,0.00833333,1.84121e-05,1177.57
11,6,0.01,1.77257e-05,645.95
11,6,0.0116667,3.25137e-05,1556.19
11,6,0.0133333,2.36242e-05,1517.6
11,6,0.015,3.37847e-05,982.083
11,6,0.0166667,3.68409e-05,1165.38
11,6,0.0183333,3.68529e-05,1108.59
11,6,0.02,5.50406e-05,1113.72
11,6,0.0216667,4.63431e-05,757.673
11,6,0.0233333,4.49565e-05,1202.07
11,6,0.025,7.57959e-05,1719.41
11,6,0.0266667,4.7551e-05,1089.12
11,6,0.0283333,0.000101264,1112.77
11,6,0.03,5.70886e-05,883.281
11,6,0.0316667,9.69266e-05,1388.98
11,6,0.0333333,9.27671e-05,1006.83
11,6,0.035,6.13626e-05,1104.26
11,6,0.0366667,7.88387e-05,1622.43
11,6,0.0383333,0.00021694,1800.39
11,6,0.04,6.85124e-05,1361.69
11,6,0.0416667,8.3217e-05,1218.16
11,6,0.0433333,9.0587e-05,1425.13
11,6,0.045,7.78909e-05,1640.98
11,6,0.0466667,0.000111064,1360.78
11,6,0.0483333,7.32738e-05,1308.01
11,6,0.05,0.000118831,1255.16
11,6,0,0,1749.6
11,6,0.00166667,3.77956e-06,1013.22
11,6,0.00333333,8.13553e-06,1617.46
11,6,0.005,9.98045e-06,1570.09
11,6,0.00666667,1.03506e-05,1498.15
11,6,0.00833333,1.86417e-05,1427.89
11,6,0.01,2.06134e-05,1377.73
11,6,0.0116667,3.80661e-05,1631.55
11,6,0.0133333,4.6942e-05,1366.1
11,6,0.015,2.95038e-05,1275.03
11,6,0.0166667,2.55967e-05,628.717
11,6,0.0183333,3.36217e-05,1154.88
11,6,0.02,4.47396e-05,1624.87
11,6,0.0216667,4.23218e-05,1312.29
11,6,0.0233333,7.34976e-05,1850.83
11,6,0.025,6.6053e-05,1359.46
11,6,0.0266667,5.12438e-05,953.78
11,6,0.0283333,9.33767e-05,1417.57
11,6,0.03,5.48523e-05,1516.01
11,6,0.0316667,5.97573e-05,915.438
11,6,0.0333333,8.40181e-05,855.95
11,6,0.035,8.87498e-05,1577.45
11,6,0.0366667,0.000120276,1112.39
11,6,0.0383333,7.89215e-05,1148.79
11,6,0.04,8.80892e-05,1639.88
11,6,0.0416667,7.18746e-05,1418.03
11,6,0.0433333,8.15884e-05,953.936
11,6,0.045,6.93053e-05,1056.29
11,6,0.0466667,0.000133095,941.008
11,6,0.0483333,0.000180249,1517.7
11,6,0.05,0.000115745,1603.62
11,6,0,0,981.588
11,6,0.00166667,3.67745e-06,1274.17
11,6,0.00333333,8.28689e-06,928.988
11,6,0.005,1.99347e-05,1767.42
11,6,0.00666667,1.32416e-05,1456.76
11,6,0.00833333,2.91036e-05,1522.83
11,6,0.01,2.40151e-05,968.27
11,6,0.0116667,6.39365e-05,1352.7
11,6,0.0133333,2.49322e-05,1211.42
11,6,0.015,2.49965e-05,1257.95
11,6,0.0166667,3.2736e-05,1160.13
11,6,0.0183333,4.24017e-05,998.992
11,6,0.02,4.58628e-05,1441.21
11,6,0.0216667,3.28554e-05,1401.74
11,6,0.0233333,4.75403e-05,1139.75
11,6,0.025,5.82817e-05,1565.95
11,6,0.0266667,4.75127e-05,1834.06
11,6,0.0283333,5.3986e-05,1351.08
11,6,0.03,5.69603e-05,1138.63
11,6,0.0316667,9.89451e-05,1151.49
11,6,0.0333333,6.25888e-05,1688.83
11,6,0.035,8.83081e-05,1039.76
11,6,0.0366667,6.43523e-05,1339.82
11,6,0.0383333,7.44298e-05,1429.77
11,6,0.04,8.43494e-05,1588.57
11,6,0.0416667,9.93013e-05,1485.22
11,6,0.0433333,0.000102414,1118.02
11,6,0.045,8.54325e-05,1136.05
11,6,0.0466667,8.13191e-05,1272.22
11,6,0.0483333,8.14312e-05,1059.32
11,6,0.05,8.10597e-05,783.684
11,6,0,0,1292.97
11,6,0.00166667,3.03906e-06,1511.78
11,6,0.00333333,7.11115e-06,1273.55
11,6,0.005,9.51035e-06,867.514
11,6,0.00666667,1.76233e-05,688.277
11,6,0.00833333,1.98915e-05,1167.73
11,6,0.01,2.07635e-05,859.681
11,6,0.0116667,3.29536e-05,725.051
11,6,0.0133333,2.5413e-05,850.993
11,6,0.015,2.80847e-05,1005.5
11,6,0.0166667,2.64649e-05,1573.66
11,6,0.0183333,3.84142e-05,1347.49
11,6,0.02,4.24311e-05,1213.01
11,6,0.0216667,5.30774e-05,1139.78
11,6,0.0233333,3.81666e-05,1382.19
11,6,0.025,4.09344e-05,925.382
11,6,0.0266667,7.99018e-05,1218.01
11,6,0.0283333,5.37901e-05,891.701
11,6,0.03,6.05151e-05,1285.5
11,6,0.0316667,6.09735e-05,1123.39
11,6,0.0333333,7.8391e-05,990.258
11,6,0.035,8.60796e-05,1060.75
11,6,0.0366667,6.69547e-05,1225.94
11,6,0.0383333,0.000119594,1239.81
11,6,0.04,8.8482e-05,1260.36
11,6,0.0416667,7.30689e-05,1220.57
11,6,0.0433333,0.000118596,1409.22
11,6,0.045,0.00010387,1628.14
11,6,0.0466667,0.000140258,923.207
11,6,0.0483333,0.000113198,1491.41
11,6,0.05,0.00011804,1570.36
11,6,0,0,1439
11,6,0.00166667,3.57849e-06,839.553
11,6,0.00333333,5.59739e-06,1141.13
11,6,0.005,9.47095e-06,1236.56
11,6,0.00666667,1.48885e-05,1344.25
11,6,0.00833333,2.01236e-05,1949.27
11,6,0.01,2.71006e-05,699.121
11,6,0.0116667,2.33748e-05,1606.88
11,6,0.0133333,2.33664e-05,911.944
11,6,0.015,2.91599e-05,1479.89
11,6,0.0166667,6.04362e-05,870.197
11,6,0.0183333,3.14649e-05,1480.15
11,6,0.02,4.43104e-05,1549.18
11,6,0.0216667,3.49892e-05,1084.83
11,6,0.0233333,4.97816e-05,434.998
11,6,0.025,4.49277e-05,1593.34
11,6,0.0266667,5.16537e-05,1101.15
11,6,0.0283333,9.43935e-05,1899.18
11,6,0.03,5.56206e-05,1572.12
11,6,0.0316667,5.91933e-05,799.654
11,6,0.0333333,0.000107261,1320.69
11,6,0.035,7.4784e-05,1700.54
11,6,0.0366667,9.05379e-05,1126.06
11,6,0.0383333,7.93341e-05,1580.45
11,6,0.04,5.56762e-05,1149.05
11,6,0.0416667,0.00011055,1688.05
11,6,0.0433333,0.000105291,1273.97
11,6,0.045,0.000104276,883.738
11,6,0.0466667,0.000156547,1060.02
11,6,0.0483333,7.70659e-05,956.232
11,6,0.05,0.000118658,1246.15
11,6,0,0,1020.59
11,6,0.00166667,2.58087e-06,1216.26
11,6,0.00333333,7.3784e-06,925.366
11,6,0.005,1.54271e-05,1503.53
11,6,0.00666667,1.36071e-05,1670.44
11,6,0.00833333,2.46859e-05,1257.87
11,6,0.01,2.23667e-05,1630.66
11,6,0.0116667,2.15258e-05,1241.29
11,6,0.0133333,3.29065e-05,1189.32
11,6,0.015,2.70106e-05,664.26
11,6,0.0166667,2.8474e-05,1473.73
11,6,0.0183333,4.51951e-05,1424.79
11,6,0.02,4.5237e-05,1444.35
11,6,0.0216667,4.29887e-05,1528.01
11,6,0.0233333,5.8555e-05,1935.24
11,6,0.025,4.90611e-05,1157.14
11,6,0.0266667,6.22799e-05,1480.11
11,6,0.0283333,5.29019e-05,1423.58
11,6,0.03,5.38186e-05,872.758
11,6,0.0316667,0.000101598,1447.31
11,6,0.0333333,7.03297e-05,1354.12
11,6,0.035,6.52639e-05,1709.59
11,6,0.0366667,7.15523e-05,1136.36
11,6,0.0383333,7.17041e-05,1720.97
11,6,0.04,6.96762e-05,1198.45
11,6,0.0416667,0.000180202,1100.75
11,6,0.0433333,9.00711e-05,1142.97
11,6,0.045,9.03623e-05,1585.53
11,6,0.0466667,9.84599e-05,1311.25
11,6,0.0483333,0.000105133,711.336
11,6,0.05,0.000107649,1483.85
11,6,0,0,1396.21
11,6,0.00166667,3.57527e-06,1256.19
11,6,0.00333333,8.56971e-06,1259.09
11,6,0.005,1.11088e-05,1393.83
11,6,0.00666667,1.15421e-05,1097.04
11,6,0.00833333,1.75235e-05,1369.34
11,6,0.01,1.83974e-05,1105.02
11,6,0.0116667,2.35055e-05,1665.46
11,6,0.0133333,2.41278e-05,1032.66
11,6,0.015,2.76064e-05,1468.81
11,6,0.0166667,3.95403e-05,1681.05
11,6,0.0183333,3.89935e-05,1008.15
11,6,0.02,4.36602e-05,1740.26
11,6,0.0216667,6.51368e-05,1349.43
11,6,0.0233333,5.581e-05,1036
11,6,0.025,3.76378e-05,1028.7
11,6,0.0266667,6.32597e-05,1112.98
11,6,0.0283333,4.62003e-05,1305.01
11,6,0.03,8.43548e-05,1268.47
11,6,0.0316667,6.83781e-05,1084.82
11,6,0.0333333,5.39377e-05,917.309
11,6,0.035,8.884e-05,858.911
11,6,0.0366667,8.90318e-05,900.126
11,6,0.0383333,8.49772e-05,1438.4
11,6,0.04,0.000115818,1398.15
11,6,0.0416667,7.86941e-05,1229.16
11,6,0.0433333,0.000168353,1497.78
11,6,0.045,6.86644e-05,1020.48
11,6,0.0466667,8.72052e-05,966.06
11,6,0.0483333,0.000101561,1268.87
11,6,0.05,9.81388e-05,1597.3
9,7,0,0,1229.67
9,7,0.00166667,4.05214e-06,1113.55
9,7,0.00333333,1.46481e-05,1640.53
9,7,0.005,1.78489e-05,1508.6
9,7,0.00666667,1.94138e-05,1750.61
9,7,0.00833333,2.18085e-05,1515.33
9,7,0.01,1.99993e-05,1223.72
9,7,0.0116667,6.12006e-05,1471.39
9,7,0.0133333,3.99425e-05,1309.78
9,7,0.015,2.65906e-05,1405.37
9,7,0.0166667,5.70239e-05,1153.99
9,7,0.0183333,3.52731e-05,1292.43
9,7,0.02,6.50377e-05,1690.48
9,7,0.0216667,4.72072e-05,1552.45
9,7,0.0233333,5.12979e-05,1578.35
9,7,0.025,5.73693e-05,1353.88
9,7,0.0266667,4.84195e-05,1407.81
9,7,0.0283333,7.55866e-05,1353.63
9,7,0.03,6.24479e-05,942.582
9,7,0.0316667,0.000333758,1695.38
9,7,0.0333333,5.79414e-05,1419.75
9,7,0.035,6.15431e-05,1095.5
9,7,0.0366667,8.92499e-05,1391.26
9,7,0.0383333,8.95916e-05,1145.39
9,7,0.04,0.000108053,1612.71
9,7,0.0416667,0.000164991,771.261
9,7,0.0433333,7.36734e-05,1434.1
9,7,0.045,0.000308373,1808.55
9,7,0.0466667,0.000113565,1266.64
9,7,0.0483333,0.00010379,1346.21
9,7,0.05,0.000184767,1981.94
9,7,0,0,1809.66
9,7,0.00166667,4.24312e-06,1519.75
9,7,0.00333333,8.65418e-06,1313.57
9,7,0.005,1.11547e-05,1567.57
9,7,0.00666667,2.27507e-05,1591.24
9,7,0.00833333,1.91016e-05,1078.44
9,7,0.01,2.623e-05,1077.09
9,7,0.0116667,4.18746e-05,917.038
9,7,0.0133333,2.99441e-05,1054.23
9,7,0.015,0.000183078,1534.05
9,7,0.0166667,0.000120261,1329.95
9,7,0.0183333,3.65788e-05,1768.57
9,7,0.02,4.17538e-05,1141.54
9,7,0.0216667,4.60394e-05,1297.34
9,7,0.0233333,0.000105484,1526.36
9,7,0.025,5.6407e-05,667.331
9,7,0.0266667,6.49561e-05,1438.99
9,7,0.0283333,0.000112659,1146.68
9,7,0.03,8.80809e-05,1215.77
9,7,0.0316667,9.76473e-05,1376.53
9,7,0.0333333,0.00013669,1100.88
9,7,0.035,8.70444e-05,1761.85
9,7,0.0366667,9.93191e-05,1528.43
9,7,0.0383333,9.49888e-05,1397.4
9,7,0.04,8.87428e-05,1726.88
9,7,0.0416667,8.16495e-05,1325.2
9,7,0.0433333,0.000245581,1161.6
9,7,0.045,0.000103661,1847.99
9,7,0.0466667,0.0002885,1229.42
9,7,0.0483333,0.00012577,1842.29
9,7,0.05,0.000125667,1356
